Problem Number;Problem Sub Status;Problem Change Date+Time;Problem Status
1-538226806;In Progress;2011-07-01T09:02:18+01:00;Accepted
1-538226806;Closed;2012-03-15T13:13:56+01:00;Completed
1-538297321;Assigned;2011-07-01T11:28:18+01:00;Accepted
1-538297321;Awaiting Assignment;2011-11-21T15:30:28+01:00;Queued
1-538297321;In Progress;2011-11-21T15:57:42+01:00;Accepted
1-538297321;Assigned;2012-02-01T12:32:51+01:00;Accepted
1-538297321;In Progress;2012-02-16T11:59:49+01:00;Accepted
1-538297321;Closed;2012-02-16T12:00:18+01:00;Completed
1-538411483;In Progress;2011-07-01T16:48:55+01:00;Accepted
1-538411483;Wait;2012-01-19T16:56:50+01:00;Accepted
1-538411483;Wait;2012-01-19T16:57:43+01:00;Accepted
1-538411483;Closed;2012-01-30T17:58:49+01:00;Completed
1-538467021;In Progress;2011-07-01T23:15:10+01:00;Accepted
1-538467021;Awaiting Assignment;2011-07-01T23:18:22+01:00;Queued
1-538467021;Assigned;2011-07-04T06:29:46+01:00;Accepted
1-538467021;In Progress;2012-01-25T19:46:19+01:00;Accepted
1-538467021;Closed;2012-01-25T19:48:24+01:00;Completed
1-539000895;In Progress;2011-07-05T10:24:39+01:00;Accepted
1-539000895;Closed;2012-05-15T14:57:12+01:00;Completed
1-539083171;In Progress;2011-07-05T13:33:46+01:00;Accepted
1-539083171;Assigned;2012-02-15T17:33:28+01:00;Accepted
1-539083171;Closed;2012-05-23T17:00:04+01:00;Completed
1-539633138;In Progress;2011-07-07T12:43:33+01:00;Accepted
1-539633138;Awaiting Assignment;2011-07-07T12:50:07+01:00;Queued
1-539633138;In Progress;2011-07-08T02:08:36+01:00;Accepted
1-539633138;Assigned;2011-07-08T02:09:59+01:00;Accepted
1-539633138;In Progress;2012-02-06T17:00:29+01:00;Accepted
1-539633138;Closed;2012-02-06T17:01:52+01:00;Completed
1-539752329;In Progress;2011-07-07T13:06:28+01:00;Accepted
1-539752329;Wait;2011-07-07T13:19:04+01:00;Accepted
1-539752329;In Progress;2012-01-04T12:31:39+01:00;Accepted
1-539752329;Closed;2012-01-04T12:32:34+01:00;Completed
1-539805130;In Progress;2011-07-07T14:45:46+01:00;Accepted
1-539805130;Wait;2011-11-01T17:28:16+01:00;Accepted
1-539805130;Closed;2012-02-15T12:13:43+01:00;Completed
1-540408651;In Progress;2011-07-11T10:07:04+01:00;Accepted
1-540408651;Awaiting Assignment;2011-07-11T10:07:58+01:00;Queued
1-540408651;In Progress;2011-07-11T10:10:03+01:00;Accepted
1-540408651;Assigned;2011-07-11T10:10:18+01:00;Accepted
1-540408651;In Progress;2012-01-25T19:40:05+01:00;Accepted
1-540408651;Closed;2012-01-25T19:43:14+01:00;Completed
1-540500545;In Progress;2011-07-11T13:45:54+01:00;Accepted
1-540500545;Wait;2011-10-20T11:18:10+01:00;Accepted
1-540500545;Closed;2012-05-04T16:05:09+01:00;Completed
1-540531611;In Progress;2011-07-11T15:39:07+01:00;Accepted
1-540531611;Wait;2011-07-11T15:55:20+01:00;Accepted
1-540531611;In Progress;2012-05-04T16:02:55+01:00;Accepted
1-540531611;Closed;2012-05-04T16:05:22+01:00;Completed
1-540549141;In Progress;2011-07-11T15:39:59+01:00;Accepted
1-540549141;Wait;2011-07-11T15:40:21+01:00;Accepted
1-540549141;Wait;2011-07-11T15:43:55+01:00;Accepted
1-540549141;Assigned;2011-07-12T09:31:19+01:00;Accepted
1-540549141;Wait;2012-02-01T16:21:41+01:00;Accepted
1-540549141;Closed;2012-02-03T13:21:29+01:00;Completed
1-540549178;In Progress;2011-07-11T15:43:19+01:00;Accepted
1-540549178;Wait;2011-07-11T15:44:18+01:00;Accepted
1-540549178;Assigned;2011-07-12T09:31:32+01:00;Accepted
1-540549178;Wait;2012-02-01T16:21:50+01:00;Accepted
1-540549178;Closed;2012-02-03T13:24:52+01:00;Completed
1-540549229;In Progress;2011-07-11T15:45:41+01:00;Accepted
1-540549229;Wait;2011-07-11T15:46:10+01:00;Accepted
1-540549229;Assigned;2011-07-12T09:29:16+01:00;Accepted
1-540549229;Wait;2012-02-01T16:22:08+01:00;Accepted
1-540549229;Closed;2012-02-03T13:26:27+01:00;Completed
1-540631861;In Progress;2011-07-12T01:25:20+01:00;Accepted
1-540631861;Awaiting Assignment;2011-07-12T01:33:51+01:00;Queued
1-540631861;Awaiting Assignment;2011-07-20T11:57:11+01:00;Queued
1-540631861;In Progress;2011-08-03T11:24:12+01:00;Accepted
1-540631861;Assigned;2011-08-03T11:27:27+01:00;Accepted
1-540631861;In Progress;2011-09-27T09:06:11+01:00;Accepted
1-540631861;Assigned;2011-09-27T09:06:28+01:00;Accepted
1-540631861;Wait;2011-10-18T13:45:54+01:00;Accepted
1-540631861;Assigned;2011-10-18T13:48:31+01:00;Accepted
1-540631861;Wait;2011-10-20T17:21:20+01:00;Accepted
1-540631861;Closed;2012-04-19T14:42:22+01:00;Completed
1-540723633;In Progress;2011-07-12T09:39:23+01:00;Accepted
1-540723633;Awaiting Assignment;2011-07-12T09:43:56+01:00;Queued
1-540723633;In Progress;2011-07-12T10:47:12+01:00;Accepted
1-540723633;Assigned;2011-07-12T10:47:21+01:00;Accepted
1-540723633;In Progress;2012-01-31T08:29:06+01:00;Accepted
1-540723633;Closed;2012-01-31T08:47:20+01:00;Completed
1-540904745;In Progress;2011-07-12T20:58:20+01:00;Accepted
1-540904745;Awaiting Assignment;2011-07-12T20:59:15+01:00;Queued
1-540904745;In Progress;2011-07-13T02:59:15+01:00;Accepted
1-540904745;Assigned;2011-07-13T03:00:29+01:00;Accepted
1-540904745;In Progress;2012-01-18T10:42:57+01:00;Accepted
1-540904745;Closed;2012-01-18T10:43:34+01:00;Completed
1-540947390;In Progress;2011-07-12T21:31:09+01:00;Accepted
1-540947390;Awaiting Assignment;2011-07-12T21:31:58+01:00;Queued
1-540947390;Assigned;2011-09-13T07:49:52+01:00;Accepted
1-540947390;In Progress;2012-02-01T13:00:03+01:00;Accepted
1-540947390;Closed;2012-02-01T13:00:06+01:00;Completed
1-541028557;In Progress;2011-07-13T08:49:46+01:00;Accepted
1-541028557;Awaiting Assignment;2011-07-13T08:59:45+01:00;Queued
1-541028557;In Progress;2011-07-13T09:10:06+01:00;Accepted
1-541028557;Assigned;2011-07-13T09:10:13+01:00;Accepted
1-541028557;In Progress;2012-01-30T13:10:31+01:00;Accepted
1-541028557;Closed;2012-01-30T13:11:17+01:00;Completed
1-541088014;Wait;2011-07-13T10:38:58+01:00;Accepted
1-541088014;Assigned;2011-07-13T10:39:36+01:00;Accepted
1-541088014;In Progress;2011-09-19T14:08:35+01:00;Accepted
1-541088014;Closed;2012-02-29T12:13:57+01:00;Completed
1-541565290;In Progress;2011-07-15T07:50:37+01:00;Accepted
1-541565290;Awaiting Assignment;2011-07-15T07:53:23+01:00;Queued
1-541565290;In Progress;2011-07-15T07:55:33+01:00;Accepted
1-541565290;Assigned;2011-07-15T07:55:41+01:00;Accepted
1-541565290;In Progress;2012-02-06T22:10:04+01:00;Accepted
1-541565290;Closed;2012-02-06T22:11:17+01:00;Completed
1-541566505;In Progress;2011-07-15T08:02:25+01:00;Accepted
1-541566505;Awaiting Assignment;2011-07-15T08:12:43+01:00;Queued
1-541566505;In Progress;2011-07-15T08:14:45+01:00;Accepted
1-541566505;Assigned;2011-07-15T08:14:54+01:00;Accepted
1-541566505;In Progress;2012-02-06T21:33:03+01:00;Accepted
1-541566505;Closed;2012-02-06T21:34:12+01:00;Completed
1-541655216;In Progress;2011-07-15T12:56:10+01:00;Accepted
1-541655216;Awaiting Assignment;2011-07-15T13:15:01+01:00;Queued
1-541655216;In Progress;2011-07-18T11:20:39+01:00;Accepted
1-541655216;Assigned;2011-07-18T11:20:47+01:00;Accepted
1-541655216;In Progress;2012-02-06T20:56:07+01:00;Accepted
1-541655216;Closed;2012-02-06T20:57:55+01:00;Completed
1-541686305;In Progress;2011-07-15T15:34:41+01:00;Accepted
1-541686305;Awaiting Assignment;2011-07-15T15:37:51+01:00;Queued
1-541686305;In Progress;2011-07-18T14:45:14+01:00;Accepted
1-541686305;Assigned;2011-07-18T14:50:26+01:00;Accepted
1-541686305;In Progress;2012-02-06T17:04:48+01:00;Accepted
1-541686305;Closed;2012-02-06T17:05:44+01:00;Completed
1-542027112;In Progress;2011-07-18T14:45:13+01:00;Accepted
1-542027112;In Progress;2011-07-18T14:48:49+01:00;Accepted
1-542027112;Assigned;2011-07-18T14:55:27+01:00;Accepted
1-542027112;In Progress;2011-09-09T12:17:31+01:00;Accepted
1-542027112;In Progress;2011-09-28T15:04:50+01:00;Accepted
1-542027112;Wait;2011-09-28T15:05:03+01:00;Accepted
1-542027112;Closed;2012-02-15T11:19:55+01:00;Completed
1-542568265;In Progress;2011-07-20T15:25:08+01:00;Accepted
1-542568265;In Progress;2011-07-20T15:30:16+01:00;Accepted
1-542568265;Awaiting Assignment;2011-07-20T15:32:53+01:00;Queued
1-542568265;In Progress;2011-08-26T12:17:25+01:00;Accepted
1-542568265;Assigned;2011-08-26T12:22:26+01:00;Accepted
1-542568265;Assigned;2011-09-27T16:48:28+01:00;Accepted
1-542568265;Wait;2011-10-05T11:18:56+01:00;Accepted
1-542568265;In Progress;2012-03-13T14:49:10+01:00;Accepted
1-542568265;Closed;2012-03-16T15:03:26+01:00;Completed
1-542919207;In Progress;2011-07-22T08:56:05+01:00;Accepted
1-542919207;Awaiting Assignment;2011-07-22T09:03:11+01:00;Queued
1-542919207;Awaiting Assignment;2011-07-22T17:59:03+01:00;Queued
1-542919207;In Progress;2012-04-11T11:56:37+01:00;Accepted
1-542919207;Closed;2012-04-11T12:00:51+01:00;Completed
1-542940765;In Progress;2011-07-22T10:23:23+01:00;Accepted
1-542940765;In Progress;2011-10-05T21:40:23+01:00;Accepted
1-542940765;Awaiting Assignment;2011-10-05T21:40:40+01:00;Queued
1-542940765;Assigned;2011-10-05T21:46:38+01:00;Accepted
1-542940765;Assigned;2011-10-12T16:45:03+01:00;Accepted
1-542940765;In Progress;2012-02-21T14:43:18+01:00;Accepted
1-542940765;Awaiting Assignment;2012-02-21T14:44:28+01:00;Queued
1-542940765;Assigned;2012-02-21T14:47:32+01:00;Accepted
1-542940765;In Progress;2012-02-22T16:01:36+01:00;Accepted
1-542940765;Closed;2012-02-22T16:08:59+01:00;Completed
1-543227320;In Progress;2011-07-25T17:09:00+01:00;Accepted
1-543227320;Awaiting Assignment;2011-08-24T14:23:58+01:00;Queued
1-543227320;In Progress;2011-08-24T14:23:59+01:00;Accepted
1-543227320;Assigned;2011-08-30T13:38:16+01:00;Accepted
1-543227320;In Progress;2011-08-30T13:41:59+01:00;Accepted
1-543227320;Wait;2011-12-27T10:49:03+01:00;Accepted
1-543227320;In Progress;2012-01-12T10:22:58+01:00;Accepted
1-543227320;Closed;2012-01-12T10:22:59+01:00;Completed
1-543300099;In Progress;2011-07-25T12:47:13+01:00;Accepted
1-543300099;Assigned;2011-07-25T15:39:06+01:00;Accepted
1-543300099;In Progress;2011-09-09T12:17:02+01:00;Accepted
1-543300099;In Progress;2012-05-04T16:00:49+01:00;Accepted
1-543300099;Closed;2012-05-04T16:00:50+01:00;Completed
1-543653631;In Progress;2011-07-26T23:10:10+01:00;Accepted
1-543653631;Assigned;2011-08-11T12:59:08+01:00;Accepted
1-543653631;Wait;2011-08-19T10:17:19+01:00;Accepted
1-543653631;Wait;2011-09-02T14:50:00+01:00;Accepted
1-543653631;Assigned;2011-09-02T14:50:16+01:00;Accepted
1-543653631;In Progress;2011-12-14T16:02:37+01:00;Accepted
1-543653631;Closed;2012-02-07T13:10:40+01:00;Completed
1-544020953;In Progress;2011-07-28T15:32:02+01:00;Accepted
1-544020953;Assigned;2011-07-28T16:18:52+01:00;Accepted
1-544020953;Assigned;2011-08-04T14:10:22+01:00;Accepted
1-544020953;In Progress;2011-08-18T22:51:05+01:00;Accepted
1-544020953;In Progress;2011-08-29T15:15:31+01:00;Accepted
1-544020953;Assigned;2011-09-05T09:27:39+01:00;Accepted
1-544020953;In Progress;2011-09-05T13:24:28+01:00;Accepted
1-544020953;Wait;2011-09-14T10:42:00+01:00;Accepted
1-544020953;Closed;2012-03-14T13:49:49+01:00;Completed
1-544200884;In Progress;2011-07-29T14:47:54+01:00;Accepted
1-544200884;Wait;2011-08-01T15:13:25+01:00;Accepted
1-544200884;Closed;2012-02-15T12:52:57+01:00;Completed
1-544527205;In Progress;2011-08-01T13:04:46+01:00;Accepted
1-544527205;Wait;2011-10-05T11:18:40+01:00;Accepted
1-544527205;Closed;2012-02-06T15:05:47+01:00;Completed
1-544595401;In Progress;2011-08-01T18:55:46+01:00;Accepted
1-544595401;Awaiting Assignment;2011-08-01T19:16:28+01:00;Queued
1-544595401;In Progress;2011-12-06T10:13:26+01:00;Accepted
1-544595401;In Progress;2012-02-09T13:04:00+01:00;Accepted
1-544595401;Closed;2012-02-09T13:07:43+01:00;Completed
1-544876956;In Progress;2011-08-03T06:37:05+01:00;Accepted
1-544876956;Wait;2011-12-21T09:12:45+01:00;Accepted
1-544876956;Closed;2012-01-24T09:17:58+01:00;Completed
1-545370610;In Progress;2011-08-05T10:46:33+01:00;Accepted
1-545370610;Awaiting Assignment;2011-08-05T10:49:47+01:00;Queued
1-545370610;In Progress;2011-08-05T11:48:23+01:00;Accepted
1-545370610;Assigned;2011-08-05T12:00:21+01:00;Accepted
1-545370610;Awaiting Assignment;2011-09-22T23:56:57+01:00;Queued
1-545370610;Assigned;2011-09-22T23:58:15+01:00;Accepted
1-545370610;In Progress;2011-09-23T08:47:05+01:00;Accepted
1-545370610;Wait;2011-09-23T08:48:36+01:00;Accepted
1-545370610;Awaiting Assignment;2011-10-26T09:01:42+01:00;Queued
1-545370610;In Progress;2012-02-06T17:02:25+01:00;Accepted
1-545370610;Closed;2012-02-06T17:03:44+01:00;Completed
1-545738536;In Progress;2011-08-08T07:08:01+01:00;Accepted
1-545738536;Assigned;2011-08-08T07:12:59+01:00;Accepted
1-545738536;In Progress;2011-09-01T22:51:36+01:00;Accepted
1-545738536;In Progress;2012-01-18T07:45:42+01:00;Accepted
1-545738536;Closed;2012-01-18T07:46:41+01:00;Completed
1-545911672;In Progress;2011-08-08T13:24:45+01:00;Accepted
1-545911672;Awaiting Assignment;2011-08-08T13:28:29+01:00;Queued
1-545911672;In Progress;2011-08-15T09:07:29+01:00;Accepted
1-545911672;Awaiting Assignment;2011-08-15T09:08:23+01:00;Queued
1-545911672;Assigned;2011-11-04T12:41:01+01:00;Accepted
1-545911672;In Progress;2012-01-24T11:52:59+01:00;Accepted
1-545911672;Closed;2012-01-24T11:58:41+01:00;Completed
1-546272906;In Progress;2011-08-09T08:34:14+01:00;Accepted
1-546272906;Wait;2011-08-09T08:40:29+01:00;Accepted
1-546272906;Assigned;2011-08-16T10:46:16+01:00;Accepted
1-546272906;Wait;2011-08-30T13:43:01+01:00;Accepted
1-546272906;Closed;2012-01-10T08:55:39+01:00;Completed
1-546692981;In Progress;2011-08-09T15:42:56+01:00;Accepted
1-546692981;Closed;2012-01-03T16:00:22+01:00;Completed
1-546693092;In Progress;2011-08-09T16:54:06+01:00;Accepted
1-546693092;Closed;2012-01-03T16:04:17+01:00;Completed
1-546838031;In Progress;2011-08-09T17:06:57+01:00;Accepted
1-546838031;In Progress;2011-08-09T17:22:29+01:00;Accepted
1-546838031;Awaiting Assignment;2011-08-09T19:46:45+01:00;Queued
1-546838031;In Progress;2011-08-11T18:23:43+01:00;Accepted
1-546838031;Awaiting Assignment;2011-08-11T18:51:34+01:00;Queued
1-546838031;In Progress;2011-10-20T13:52:40+01:00;Accepted
1-546838031;Wait;2011-10-20T13:54:16+01:00;Accepted
1-546838031;Closed;2012-04-24T12:58:43+01:00;Completed
1-547539001;In Progress;2011-08-10T09:45:40+01:00;Accepted
1-547539001;Closed;2012-01-03T16:04:54+01:00;Completed
1-547617088;In Progress;2011-08-10T12:47:08+01:00;Accepted
1-547617088;Assigned;2011-08-10T13:04:12+01:00;Accepted
1-547617088;Assigned;2011-08-23T10:28:02+01:00;Accepted
1-547617088;Wait;2011-08-23T10:29:30+01:00;Accepted
1-547617088;Closed;2012-02-15T12:14:44+01:00;Completed
1-547802271;In Progress;2011-08-10T14:43:33+01:00;Accepted
1-547802271;Closed;2012-01-03T16:05:05+01:00;Completed
1-548188531;In Progress;2011-08-11T08:40:08+01:00;Accepted
1-548188531;Closed;2012-01-04T15:39:30+01:00;Completed
1-548188557;In Progress;2011-08-11T08:48:34+01:00;Accepted
1-548188557;Closed;2012-01-04T15:40:26+01:00;Completed
1-548188833;In Progress;2011-08-11T08:59:12+01:00;Accepted
1-548188833;Closed;2012-01-04T15:40:46+01:00;Completed
1-549431982;In Progress;2011-08-13T16:56:32+01:00;Accepted
1-549431982;Awaiting Assignment;2011-08-13T17:00:02+01:00;Queued
1-549431982;In Progress;2011-09-13T09:58:21+01:00;Accepted
1-549431982;Wait;2012-01-04T12:25:03+01:00;Accepted
1-549431982;Closed;2012-01-04T12:25:52+01:00;Completed
1-550036329;In Progress;2011-08-16T02:45:42+01:00;Accepted
1-550036329;Awaiting Assignment;2011-08-16T02:47:40+01:00;Queued
1-550036329;Awaiting Assignment;2011-08-16T02:47:41+01:00;Queued
1-550036329;In Progress;2011-10-18T13:40:26+01:00;Accepted
1-550036329;Wait;2011-10-18T13:40:35+01:00;Accepted
1-550036329;Assigned;2011-10-18T13:47:28+01:00;Accepted
1-550036329;In Progress;2011-12-13T12:55:59+01:00;Accepted
1-550036329;Closed;2012-01-18T12:09:58+01:00;Completed
1-550159631;In Progress;2011-08-16T08:26:29+01:00;Accepted
1-550159631;Wait;2011-08-16T08:27:10+01:00;Accepted
1-550159631;Assigned;2011-08-16T08:27:44+01:00;Accepted
1-550159631;In Progress;2012-01-18T12:48:50+01:00;Accepted
1-550159631;Closed;2012-01-18T12:48:52+01:00;Completed
1-550577363;In Progress;2011-08-16T15:50:16+01:00;Accepted
1-550577363;Wait;2011-08-16T15:54:00+01:00;Accepted
1-550577363;Wait;2011-08-16T15:54:13+01:00;Accepted
1-550577363;In Progress;2012-01-05T07:41:25+01:00;Accepted
1-550577363;Closed;2012-01-05T07:43:17+01:00;Completed
1-550611848;In Progress;2011-08-16T15:45:30+01:00;Accepted
1-550611848;Closed;2012-05-04T10:56:48+01:00;Completed
1-553276916;In Progress;2011-08-17T14:01:24+01:00;Accepted
1-553276916;Closed;2011-09-01T16:21:38+01:00;Completed
1-553276916;In Progress;2012-02-15T17:28:51+01:00;Accepted
1-553276916;In Progress;2012-03-28T12:51:42+01:00;Accepted
1-553276916;Closed;2012-03-28T12:52:08+01:00;Completed
1-555105571;In Progress;2011-08-18T13:01:59+01:00;Accepted
1-555105571;Awaiting Assignment;2011-08-18T13:41:56+01:00;Queued
1-555105571;In Progress;2011-08-19T04:55:26+01:00;Accepted
1-555105571;Assigned;2011-08-19T04:55:33+01:00;Accepted
1-555105571;In Progress;2012-02-02T22:41:40+01:00;Accepted
1-555105571;Closed;2012-02-02T22:46:00+01:00;Completed
1-557618809;In Progress;2011-08-19T13:33:20+01:00;Accepted
1-557618809;Closed;2012-01-19T17:12:03+01:00;Completed
1-557739965;In Progress;2011-08-19T14:05:57+01:00;Accepted
1-557739965;Wait;2011-11-09T17:32:46+01:00;Accepted
1-557739965;Closed;2012-01-19T17:12:59+01:00;Completed
1-560246371;In Progress;2011-08-22T16:33:44+01:00;Accepted
1-560246371;In Progress;2011-08-22T16:35:30+01:00;Accepted
1-560246371;Awaiting Assignment;2011-08-22T16:40:46+01:00;Queued
1-560246371;In Progress;2011-11-09T14:56:53+01:00;Accepted
1-560246371;Wait;2011-11-09T14:56:57+01:00;Accepted
1-560246371;Closed;2012-02-01T12:53:37+01:00;Completed
1-560404489;In Progress;2011-08-23T05:23:57+01:00;Accepted
1-560404489;Awaiting Assignment;2011-08-23T05:29:58+01:00;Queued
1-560404489;In Progress;2011-08-23T07:51:57+01:00;Accepted
1-560404489;Awaiting Assignment;2011-08-23T07:53:33+01:00;Queued
1-560404489;In Progress;2011-08-23T10:17:21+01:00;Accepted
1-560404489;Wait;2011-08-23T13:19:04+01:00;Accepted
1-560404489;In Progress;2011-12-15T13:51:36+01:00;Accepted
1-560404489;In Progress;2011-12-15T17:13:32+01:00;Accepted
1-560404489;In Progress;2011-12-15T18:57:19+01:00;Accepted
1-560404489;In Progress;2011-12-16T10:20:19+01:00;Accepted
1-560404489;In Progress;2011-12-16T10:20:20+01:00;Accepted
1-560404489;Awaiting Assignment;2011-12-16T10:22:44+01:00;Queued
1-560404489;In Progress;2011-12-16T10:59:48+01:00;Accepted
1-560404489;Wait;2012-02-07T16:19:02+01:00;Accepted
1-560404489;Closed;2012-05-24T16:16:25+01:00;Completed
1-560418897;In Progress;2011-08-23T07:57:07+01:00;Accepted
1-560418897;Awaiting Assignment;2011-08-23T08:07:07+01:00;Queued
1-560418897;In Progress;2011-08-23T08:22:33+01:00;Accepted
1-560418897;Assigned;2011-08-23T08:22:41+01:00;Accepted
1-560418897;In Progress;2012-01-30T13:57:21+01:00;Accepted
1-560418897;Closed;2012-01-30T14:28:07+01:00;Completed
1-560419045;In Progress;2011-08-23T07:49:41+01:00;Accepted
1-560419045;Awaiting Assignment;2011-08-23T07:53:03+01:00;Queued
1-560419045;In Progress;2011-08-23T08:28:33+01:00;Accepted
1-560419045;Assigned;2011-08-23T08:28:41+01:00;Accepted
1-560419045;In Progress;2012-01-31T09:01:03+01:00;Accepted
1-560419045;Closed;2012-01-31T09:01:04+01:00;Completed
1-560504546;In Progress;2011-08-23T08:55:53+01:00;Accepted
1-560504546;Awaiting Assignment;2011-08-23T09:03:21+01:00;Queued
1-560504546;In Progress;2011-10-18T13:42:02+01:00;Accepted
1-560504546;Wait;2011-10-18T13:42:10+01:00;Accepted
1-560504546;Assigned;2011-10-18T13:47:41+01:00;Accepted
1-560504546;Wait;2011-11-23T20:51:48+01:00;Accepted
1-560504546;In Progress;2011-12-13T13:17:37+01:00;Accepted
1-560504546;Closed;2012-01-18T11:57:12+01:00;Completed
1-560703011;In Progress;2011-08-23T13:30:43+01:00;Accepted
1-560703011;In Progress;2012-02-21T15:42:40+01:00;Accepted
1-560703011;Closed;2012-02-21T15:42:50+01:00;Completed
1-561068081;In Progress;2011-08-24T08:51:26+01:00;Accepted
1-561068081;Closed;2012-03-29T10:12:48+01:00;Completed
1-561190012;In Progress;2011-08-24T11:01:27+01:00;Accepted
1-561190012;Awaiting Assignment;2011-08-24T11:08:11+01:00;Queued
1-561190012;In Progress;2011-08-25T04:46:53+01:00;Accepted
1-561190012;Assigned;2011-08-25T04:47:17+01:00;Accepted
1-561190012;In Progress;2012-02-02T22:39:18+01:00;Accepted
1-561190012;Closed;2012-02-02T22:41:15+01:00;Completed
1-562022682;In Progress;2011-08-25T10:29:56+01:00;Accepted
1-562022682;Awaiting Assignment;2011-08-25T10:57:27+01:00;Queued
1-562022682;In Progress;2011-08-25T15:56:52+01:00;Accepted
1-562022682;Assigned;2011-08-25T15:57:00+01:00;Accepted
1-562022682;In Progress;2012-02-06T20:58:18+01:00;Accepted
1-562022682;Closed;2012-02-06T20:59:21+01:00;Completed
1-562778111;Awaiting Assignment;2011-08-26T12:54:09+01:00;Queued
1-562778111;Awaiting Assignment;2011-09-22T18:13:26+01:00;Queued
